regulation_project_id;public_discussion_end
98354;19.02.2020 23:59:00
98239;10.01.2020 23:59:00
98296;20.01.2020 23:59:00
98243;26.03.2020 23:59:00
98187;02.04.2020 23:59:00
98117;28.01.2020 23:59:00
98032;10.01.2020 23:59:00
96435;12.12.2019 23:59:00
97998;09.01.2020 23:59:00
97883;26.12.2019 23:59:00
98535;01.07.2020 23:59:00
98998;04.06.2020 23:59:00
97768;29.06.2021 23:59:00
97684;13.12.2019 23:59:00
97687;28.04.2020 23:59:00
97689;13.12.2019 23:59:00
97693;23.12.2019 23:59:00
97730;16.04.2020 23:59:00
97606;11.12.2019 23:59:00
97545;15.04.2020 23:59:00
97558;24.12.2019 23:59:00
97559;24.12.2019 23:59:00
97449;12.12.2019 23:59:00
97450;27.02.2020 23:59:00
97232;09.12.2019 23:59:00
97238;05.02.2020 23:59:00
97252;10.08.2021 23:59:00
97255;16.12.2019 23:59:00
96475;
97204;10.01.2020 23:59:00
97209;29.03.2021 23:59:00
97045;10.12.2019 23:59:00
97048;03.12.2019 23:59:00
97071;27.11.2019 23:59:00
97075;11.12.2019 23:59:00
96510;27.11.2019 23:59:00
96946;02.12.2019 23:59:00
96482;10.01.2020 23:59:00
96932;17.12.2019 23:59:00
93912;10.09.2019 23:59:00
96843;05.08.2020 23:59:00
96787;10.12.2019 23:59:00
96793;04.12.2019 23:59:00
99058;27.02.2020 23:59:00
93921;24.09.2019 23:59:00
96751;18.06.2020 23:59:00
95979;06.11.2019 23:59:00
96488;19.11.2019 23:59:00
96515;13.11.2019 23:59:00
96561;05.12.2019 23:59:00
96424;11.12.2019 23:59:00
96386;05.12.2019 23:59:00
96485;19.11.2019 23:59:00
96231;05.11.2019 23:59:00
96232;05.11.2019 23:59:00
96347;07.11.2019 23:59:00
95912;03.12.2019 23:59:00
95806;05.11.2019 23:59:00
95613;21.10.2019 23:59:00
95528;23.10.2019 23:59:00
95534;23.10.2019 23:59:00
95467;08.11.2019 23:59:00
95489;15.10.2019 23:59:00
95491;15.11.2019 23:59:00
95357;03.04.2020 23:59:00
93974;28.08.2019 23:59:00
24517;13.08.2015 23:00:00
93984;18.09.2019 23:59:00
93986;28.08.2019 23:59:00
95288;08.10.2019 23:59:00
93988;
95202;26.08.2020 23:59:00
95212;11.10.2019 23:59:00
95185;11.10.2019 23:59:00
95130;15.06.2020 23:59:00
94002;13.09.2019 23:59:00
94007;12.09.2019 23:59:00
94694;03.10.2019 23:59:00
95139;01.11.2019 23:59:00
95093;01.10.2019 23:59:00
44615;11.03.2016 23:00:00
94997;30.01.2020 23:59:00
94937;02.10.2019 23:59:00
94795;07.10.2019 23:59:00
94705;26.09.2019 23:59:00
94579;18.10.2019 23:59:00
94530;23.09.2019 23:59:00
94041;16.09.2019 23:59:00
94548;23.09.2019 23:59:00
9927;07.12.2013 00:00:00
94498;20.09.2019 23:59:00
94508;20.09.2019 23:59:00
94075;04.11.2019 23:59:00
94077;20.11.2019 23:59:00
94354;04.10.2019 23:59:00
94164;18.10.2019 23:59:00
94168;03.09.2019 23:59:00
94134;16.09.2019 23:59:00
11816;10.06.2014 00:00:00
94052;05.09.2019 23:59:00
93975;27.08.2019 23:59:00
91641;28.06.2019 23:00:00
93816;27.08.2019 23:59:00
93830;02.04.2020 23:59:00
93837;29.08.2019 23:59:00
93757;16.08.2019 23:59:00
93732;23.12.2019 23:59:00
93738;16.09.2019 23:59:00
93741;17.01.2020 23:59:00
91650;10.06.2019 23:00:00
93646;13.11.2019 23:59:00
93647;28.08.2019 23:59:00
93593;20.08.2019 23:59:00
3015;26.06.2013 00:00:00
14142;30.04.2014 00:00:00
8537;05.11.2013 00:00:00
14143;30.04.2014 00:00:00
15592;21.06.2014 00:00:00
116785;30.06.2021 23:59:00
15595;
14159;01.05.2014 00:00:00
18552;01.10.2014 00:00:00
5780;01.12.2013 00:00:00
93486;16.08.2019 23:59:00
3047;26.06.2013 00:00:00
9958;10.12.2013 00:00:00
93502;08.05.2020 23:59:00
7194;27.09.2013 00:00:00
116801;14.07.2021 23:59:00
93520;23.08.2019 23:59:00
1594;15.05.2013 00:00:00
11351;14.03.2014 00:00:00
5799;23.08.2013 00:00:00
1599;
1601;15.05.2013 00:00:00
93389;12.08.2019 23:59:00
1602;15.05.2013 00:00:00
1604;31.08.2013 00:00:00
11365;28.01.2014 00:00:00
8581;03.09.2016 23:00:00
17091;
18580;02.10.2014 00:00:00
17096;14.08.2014 00:00:00
4421;24.07.2013 00:00:00
11376;29.01.2014 00:00:00
17010;09.01.2015 00:00:00
93428;21.08.2019 23:59:00
12775;12.03.2014 00:00:00
12776;12.03.2014 00:00:00
5849;
17109;30.08.2014 00:00:00
14200;02.05.2014 00:00:00
5857;11.10.2013 00:00:00
1631;15.05.2013 00:00:00
116805;13.07.2021 23:59:00
11401;29.01.2014 00:00:00
8611;21.11.2013 00:00:00
7256;01.10.2013 00:00:00
1667;06.12.2013 00:00:00
1673;21.05.2013 00:00:00
20176;26.11.2014 00:00:00
18607;03.10.2014 00:00:00
7262;01.10.2013 00:00:00
15810;
1697;07.07.2013 00:00:00
17138;30.08.2014 00:00:00
18638;04.10.2014 00:00:00
93321;02.08.2019 23:59:00
18641;04.10.2014 00:00:00
15820;16.04.2019 23:00:00
3124;28.06.2013 00:00:00
1914;24.08.2013 00:00:00
5890;23.08.2013 00:00:00
4472;24.07.2013 00:00:00
4476;24.07.2013 00:00:00
1749;22.05.2013 00:00:00
5892;23.08.2013 00:00:00
1752;
5895;13.09.2013 00:00:00
18672;
4493;
5898;23.08.2013 23:59:00
18685;07.10.2014 23:59:00
1918;16.08.2013 00:00:00
1769;18.08.2013 00:00:00
4510;24.07.2013 00:00:00
6038;
7293;01.10.2013 00:00:00
10028;
4531;25.07.2013 00:00:00
20250;27.11.2014 00:00:00
18716;
17176;16.08.2014 00:00:00
1808;
18734;
24219;29.01.2016 00:00:00
18748;09.10.2014 00:00:00
11459;31.01.2014 00:00:00
1823;08.08.2013 00:00:00
7312;17.10.2013 00:00:00
2210;04.11.2013 00:00:00
17208;16.08.2014 00:00:00
8728;23.11.2013 00:00:00
15718;02.08.2014 00:00:00
116829;08.07.2021 23:59:00
12838;14.03.2014 00:00:00
1834;29.05.2013 00:00:00
93250;14.08.2019 23:59:00
18759;09.10.2014 23:59:00
8740;08.11.2013 00:00:00
14308;06.05.2014 00:00:00
8741;
18770;09.10.2014 00:00:00
1856;30.05.2013 00:00:00
11514;26.04.2014 00:00:00
14320;06.05.2014 00:00:00
8759;08.11.2013 00:00:00
18775;23.11.2014 00:00:00
1864;31.07.2013 00:00:00
18777;10.10.2014 00:00:00
3167;29.06.2013 00:00:00
8771;
5946;08.10.2013 00:00:00
14336;06.06.2014 00:00:00
1267;21.06.2013 00:00:00
10090;12.12.2013 00:00:00
1890;10.09.2013 00:00:00
10107;26.01.2014 00:00:00
17273;20.08.2014 00:00:00
1277;02.05.2013 00:00:00
11565;04.02.2014 00:00:00
93170;12.08.2019 23:59:00
5991;25.10.2013 00:00:00
1929;31.05.2013 00:00:00
17302;10.09.2014 00:00:00
93182;15.10.2019 23:59:00
17306;20.08.2014 00:00:00
1943;26.10.2013 00:00:00
4639;25.07.2013 00:00:00
93190;12.08.2019 23:59:00
1292;19.06.2013 00:00:00
6015;24.08.2013 00:00:00
4659;26.07.2013 00:00:00
93098;08.08.2019 23:59:00
4663;
4665;26.07.2013 00:00:00
6024;
1306;04.05.2013 00:00:00
4666;
1307;04.05.2013 00:00:00
1977;01.06.2013 00:00:00
93083;07.08.2019 23:59:00
8876;28.11.2013 00:00:00
12283;25.02.2014 00:00:00
1987;01.06.2013 00:00:00
10189;13.12.2013 00:00:00
10190;13.12.2013 00:00:00
6033;04.10.2013 00:00:00
1314;
2004;04.06.2013 00:00:00
15819;01.09.2014 00:00:00
2015;19.06.2013 00:00:00
2017;04.06.2013 00:00:00
17352;18.03.2017 23:00:00
4707;27.07.2013 00:00:00
8904;28.12.2013 00:00:00
10211;
2032;04.06.2013 00:00:00
116897;20.07.2021 23:59:00
12901;01.05.2014 00:00:00
13108;13.06.2014 00:00:00
3309;02.07.2013 00:00:00
14450;09.05.2014 00:00:00
12903;18.03.2014 00:00:00
1374;08.05.2013 00:00:00
14452;09.05.2014 00:00:00
1377;
4747;27.07.2013 00:00:00
11783;11.02.2014 00:00:00
17401;
92887;25.07.2019 23:59:00
1389;27.06.2013 00:00:00
2072;20.06.2013 00:00:00
1390;08.05.2013 00:00:00
18883;14.10.2014 00:00:00
1399;08.05.2013 00:00:00
1402;
6154;28.08.2013 00:00:00
2081;
3338;
2083;
92938;26.07.2019 23:59:00
17424;26.08.2014 00:00:00
3368;20.07.2013 00:00:00
92858;17.07.2019 23:59:00
2094;05.06.2013 00:00:00
6175;28.08.2013 00:00:00
2105;21.08.2013 00:00:00
7500;05.10.2013 00:00:00
7502;21.11.2013 00:00:00
1422;29.06.2013 00:00:00
2115;06.06.2013 00:00:00
7526;08.10.2013 00:00:00
2141;21.06.2013 00:00:00
92867;01.08.2019 23:59:00
3379;03.07.2013 00:00:00
15898;
2147;
11813;11.02.2014 00:00:00
2159;06.06.2013 00:00:00
2160;24.07.2013 23:59:00
6200;13.08.2014 00:00:00
7565;09.10.2013 00:00:00
17491;27.08.2014 00:00:00
3403;
1577;24.05.2013 00:00:00
17069;14.08.2014 23:59:00
4800;30.07.2013 00:00:00
4402;24.07.2013 00:00:00
15994;09.07.2014 00:00:00
92764;23.07.2019 23:59:00
15931;04.07.2014 00:00:00
92720;26.07.2019 23:59:00
9063;14.11.2013 00:00:00
2197;07.06.2013 00:00:00
6238;28.08.2013 00:00:00
12996;21.03.2014 00:00:00
4870;01.08.2013 00:00:00
2176;07.06.2013 00:00:00
3454;23.07.2013 00:00:00
11851;12.02.2014 00:00:00
16007;24.07.2014 00:00:00
2240;08.06.2013 00:00:00
2206;22.06.2013 00:00:00
9019;13.11.2013 23:59:00
4882;01.08.2013 00:00:00
14532;
4972;02.08.2013 00:00:00
2246;
6300;29.08.2013 00:00:00
7644;11.10.2013 00:00:00
3464;04.07.2013 00:00:00
6250;13.10.2013 00:00:00
3467;04.07.2013 00:00:00
1491;
12977;20.03.2014 00:00:00
2216;03.07.2014 00:00:00
11828;29.03.2014 00:00:00
1515;21.05.2013 00:00:00
4904;01.08.2013 00:00:00
4906;01.08.2013 00:00:00
9054;05.12.2013 23:59:00
18988;17.10.2014 00:00:00
5048;06.08.2013 00:00:00
7582;10.10.2013 00:00:00
2227;11.06.2013 00:00:00
3534;05.07.2013 00:00:00
9106;
6263;12.10.2013 00:00:00
2228;26.06.2013 23:59:00
4928;02.08.2013 00:00:00
7664;
92530;25.07.2019 23:59:00
6314;18.10.2013 00:00:00
16056;01.09.2014 00:00:00
14609;14.06.2014 00:00:00
1531;11.05.2013 00:00:00
2269;11.06.2013 00:00:00
14612;15.05.2014 00:00:00
1536;16.05.2013 00:00:00
92538;08.07.2019 23:59:00
5046;06.08.2013 00:00:00
9130;
17601;
11890;13.02.2014 23:59:00
17612;30.08.2014 00:00:00
92571;08.08.2019 23:59:00
1555;09.09.2013 00:00:00
6342;30.08.2013 00:00:00
7691;05.11.2013 00:00:00
1564;24.05.2013 00:00:00
3606;06.07.2013 00:00:00
6354;17.10.2013 00:00:00
5090;08.08.2013 00:00:00
6357;16.10.2013 00:00:00
7707;15.12.2013 00:00:00
3616;
6361;
92503;12.07.2019 23:00:00
92504;12.07.2019 23:00:00
7720;15.10.2013 00:00:00
13027;22.03.2014 00:00:00
3619;06.07.2013 00:00:00
6365;31.08.2013 00:00:00
17660;02.09.2014 00:00:00
19085;05.12.2014 00:00:00
92521;22.07.2019 23:59:00
9173;16.11.2013 00:00:00
92522;25.07.2019 23:59:00
10487;24.12.2013 23:59:00
14670;05.07.2014 00:00:00
2344;07.08.2013 00:00:00
5105;08.08.2013 00:00:00
2345;14.06.2013 00:00:00
3649;09.07.2013 00:00:00
5115;08.08.2013 00:00:00
13041;
11939;14.02.2014 00:00:00
6385;
2352;28.07.2013 00:00:00
6394;25.10.2013 00:00:00
14684;05.12.2014 00:00:00
3675;09.07.2013 00:00:00
6418;07.09.2013 00:00:00
6420;25.10.2013 23:59:00
16140;12.07.2014 00:00:00
3706;10.07.2013 00:00:00
2406;
5155;13.08.2013 00:00:00
2398;14.06.2013 00:00:00
92438;03.07.2019 23:00:00
3723;28.08.2013 00:00:00
3724;10.07.2013 00:00:00
7768;13.03.2014 23:59:00
3725;10.07.2013 00:00:00
20626;06.12.2014 00:00:00
6457;
10543;25.12.2013 00:00:00
6462;09.11.2013 00:00:00
5177;10.08.2013 00:00:00
6477;05.09.2013 00:00:00
17705;04.09.2014 00:00:00
5192;
16172;28.09.2014 00:00:00
20666;
11982;15.02.2014 00:00:00
2460;22.06.2013 00:00:00
2472;02.07.2013 00:00:00
21482;29.01.2015 00:00:00
3793;11.07.2013 00:00:00
2626;21.07.2013 00:00:00
2475;15.06.2013 00:00:00
92241;04.07.2019 23:00:00
11988;17.02.2014 00:00:00
92245;04.07.2019 23:00:00
16271;18.07.2014 00:00:00
2476;06.07.2013 00:00:00
2659;05.08.2013 00:00:00
16187;29.08.2014 00:00:00
16273;03.09.2014 00:00:00
19283;28.10.2014 00:00:00
2478;06.07.2013 00:00:00
16278;05.08.2014 00:00:00
3932;30.07.2013 00:00:00
6609;
12413;28.02.2014 23:59:00
14894;28.05.2014 23:59:00
3942;
92167;03.07.2019 23:00:00
20725;09.12.2014 00:00:00
2564;20.06.2013 00:00:00
16294;03.10.2014 00:00:00
5418;09.09.2013 00:00:00
12694;25.04.2014 00:00:00
7806;
16296;02.09.2014 00:00:00
2532;19.06.2013 00:00:00
9240;20.11.2013 00:00:00
3820;
2536;19.07.2013 00:00:00
6525;
3830;26.08.2013 00:00:00
6529;
3832;30.08.2013 00:00:00
6531;07.12.2013 23:59:00
10609;26.12.2013 00:00:00
92078;19.08.2019 23:59:00
5433;15.08.2013 00:00:00
92053;24.06.2019 23:00:00
15235;10.06.2014 00:00:00
14773;22.05.2014 00:00:00
5442;
92128;02.07.2019 23:00:00
92144;16.07.2019 23:59:00
2746;08.08.2013 00:00:00
10616;27.12.2013 00:00:00
92017;28.06.2019 23:00:00
3851;12.07.2013 00:00:00
6552;06.09.2013 00:00:00
3861;26.08.2013 00:00:00
12113;19.02.2014 00:00:00
12414;28.02.2014 23:59:00
9362;23.11.2013 00:00:00
13240;01.04.2014 23:59:00
5449;15.08.2013 00:00:00
16324;20.09.2014 00:00:00
3995;30.08.2013 00:00:00
13116;27.03.2014 00:00:00
16332;16.07.2019 23:59:00
5457;15.08.2013 00:00:00
10778;06.02.2014 00:00:00
91917;19.06.2019 23:00:00
91925;26.06.2019 23:00:00
4004;16.07.2013 00:00:00
96180;11.11.2019 23:59:00
2581;19.06.2013 00:00:00
9265;
14833;
112602;23.02.2021 23:59:00
5346;13.08.2013 00:00:00
14837;27.05.2014 00:00:00
14836;27.05.2014 00:00:00
8037;23.10.2013 00:00:00
13133;28.03.2014 23:59:00
4017;01.08.2013 00:00:00
4019;
2593;20.06.2013 00:00:00
2598;20.06.2013 00:00:00
2599;20.06.2013 00:00:00
5349;13.08.2013 00:00:00
2611;20.06.2013 00:00:00
2601;20.06.2013 00:00:00
2602;20.06.2013 00:00:00
9413;14.12.2013 23:59:00
16359;12.08.2014 00:00:00
10798;17.01.2014 00:00:00
16360;16.09.2014 00:00:00
16363;23.07.2014 00:00:00
9424;10.01.2014 00:00:00
2608;20.06.2013 00:00:00
9427;12.01.2014 00:00:00
4053;01.09.2013 00:00:00
6702;
7864;18.10.2013 00:00:00
4059;01.09.2013 00:00:00
16378;13.09.2014 00:00:00
9306;22.11.2013 00:00:00
91882;25.06.2019 23:00:00
13156;28.03.2014 00:00:00
13296;03.04.2014 00:00:00
8081;08.12.2013 00:00:00
4064;
91883;26.06.2019 23:00:00
91832;24.06.2019 23:00:00
17907;11.09.2014 00:00:00
8088;08.12.2013 00:00:00
17912;02.10.2014 00:00:00
91839;01.07.2019 23:00:00
6747;12.09.2013 00:00:00
6755;27.09.2013 00:00:00
21020;16.12.2014 00:00:00
4091;
4092;23.07.2013 00:00:00
17923;11.09.2014 00:00:00
21025;16.12.2014 00:00:00
8097;24.10.2013 00:00:00
2869;28.06.2013 00:00:00
9472;27.11.2013 00:00:00
4097;19.07.2013 00:00:00
2897;16.07.2013 00:00:00
6785;
91772;26.07.2019 23:59:00
19445;01.11.2014 23:59:00
19448;
10844;02.01.2014 00:00:00
13329;03.04.2014 00:00:00
6802;03.10.2013 23:59:00
15000;31.05.2014 00:00:00
19468;01.11.2014 00:00:00
8131;15.12.2013 00:00:00
15001;31.05.2014 00:00:00
6806;
15003;31.05.2014 00:00:00
12156;07.04.2014 00:00:00
6821;01.11.2013 23:59:00
12157;20.02.2014 00:00:00
13351;19.05.2014 00:00:00
6829;14.09.2013 00:00:00
6832;25.12.2013 00:00:00
91730;19.06.2019 23:00:00
4176;03.09.2013 23:59:00
5508;16.08.2013 00:00:00
12170;
4200;20.07.2013 00:00:00
5528;16.08.2013 00:00:00
17998;13.09.2014 00:00:00
9529;28.11.2013 00:00:00
9531;28.11.2013 00:00:00
6861;14.09.2013 00:00:00
6862;
18028;16.09.2014 00:00:00
21594;13.03.2015 00:00:00
6870;17.09.2013 00:00:00
15031;20.06.2014 00:00:00
91718;24.06.2019 23:00:00
91666;18.06.2019 23:00:00
21207;20.12.2014 00:00:00
13414;05.04.2014 00:00:00
6876;
13415;20.05.2014 00:00:00
4230;
10905;04.01.2014 00:00:00
91674;15.07.2019 23:59:00
8181;21.11.2013 00:00:00
4245;23.07.2013 00:00:00
91631;24.06.2019 23:00:00
2991;26.06.2013 00:00:00
4255;
10926;
10933;17.10.2014 00:00:00
8204;26.10.2013 00:00:00
13437;
8210;26.10.2013 00:00:00
15080;
13452;23.04.2014 00:00:00
13460;02.10.2018 23:00:00
16483;25.07.2014 00:00:00
18093;23.10.2014 00:00:00
10942;28.02.2014 00:00:00
19650;29.11.2014 00:00:00
91596;17.06.2019 23:00:00
4379;08.08.2013 00:00:00
10956;10.03.2014 00:00:00
15118;
12284;25.02.2014 00:00:00
13511;13.05.2014 00:00:00
91571;10.06.2019 23:00:00
12298;13.03.2014 00:00:00
18134;14.12.2014 23:59:00
12301;30.04.2014 00:00:00
18141;31.10.2014 00:00:00
13545;10.04.2014 00:00:00
22054;04.02.2015 00:00:00
13627;12.04.2014 00:00:00
19240;12.12.2014 00:00:00
14690;20.05.2014 00:00:00
91520;13.06.2019 23:00:00
13559;10.04.2014 00:00:00
91474;04.06.2019 23:00:00
11954;14.02.2014 23:59:00
91454;31.05.2019 23:00:00
91441;09.08.2019 23:59:00
14823;23.05.2014 00:00:00
91217;28.11.2019 23:59:00
16560;
19768;13.11.2014 00:00:00
7834;
7836;
7012;
19804;13.11.2014 00:00:00
91387;14.06.2019 23:00:00
9677;03.12.2013 00:00:00
18188;04.10.2014 00:00:00
7050;21.09.2013 00:00:00
18189;19.09.2014 00:00:00
19861;15.11.2014 00:00:00
10990;19.02.2014 00:00:00
7052;21.09.2013 00:00:00
91638;17.06.2019 23:00:00
15201;07.06.2014 00:00:00
12391;28.02.2014 00:00:00
91639;17.06.2019 23:00:00
9768;04.12.2013 00:00:00
91298;13.06.2019 23:00:00
91259;05.07.2019 23:00:00
91267;19.07.2019 23:59:00
7149;26.09.2013 00:00:00
25703;23.05.2015 00:00:00
15221;07.06.2014 00:00:00
15224;10.06.2014 00:00:00
9711;03.12.2013 00:00:00
12376;14.03.2014 00:00:00
15267;11.06.2014 00:00:00
12419;28.02.2014 00:00:00
11036;09.01.2014 00:00:00
5663;
5666;20.08.2013 00:00:00
18246;20.09.2014 00:00:00
91142;13.06.2019 23:00:00
16635;30.08.2014 00:00:00
13658;15.04.2014 00:00:00
13722;16.04.2014 00:00:00
12435;01.03.2014 00:00:00
11054;10.01.2014 00:00:00
27056;
91118;06.11.2019 23:59:00
91120;06.06.2019 23:00:00
91130;04.06.2019 23:00:00
16722;04.09.2014 23:59:00
15353;27.06.2014 00:00:00
91089;17.09.2020 23:59:00
11120;10.04.2014 00:00:00
11121;10.04.2014 00:00:00
18307;20.09.2014 00:00:00
16738;18.10.2014 00:00:00
91095;13.02.2020 23:59:00
18313;21.10.2014 00:00:00
91654;24.06.2019 23:00:00
18315;22.09.2014 00:00:00
16750;28.10.2014 00:00:00
91076;03.06.2019 23:00:00
9814;05.12.2013 00:00:00
9816;05.12.2013 00:00:00
18355;
20771;10.12.2014 00:00:00
18380;25.09.2014 00:00:00
15414;14.06.2014 00:00:00
8302;
9864;06.12.2013 00:00:00
91084;03.06.2019 23:00:00
9874;06.12.2013 00:00:00
12476;04.03.2014 00:00:00
8365;
8366;
9893;06.12.2013 00:00:00
8405;30.10.2013 00:00:00
18414;26.09.2014 00:00:00
12503;04.03.2014 00:00:00
12501;11.07.2014 00:00:00
12504;04.03.2014 00:00:00
8439;31.10.2013 00:00:00
8417;31.10.2013 00:00:00
8516;
9931;07.12.2013 00:00:00
18432;26.09.2014 00:00:00
11195;14.01.2014 00:00:00
11264;12.03.2014 00:00:00
11249;03.03.2014 00:00:00
11250;03.03.2014 00:00:00
11205;28.02.2014 00:00:00
11251;03.03.2014 00:00:00
11206;11.09.2014 00:00:00
13809;06.06.2014 00:00:00
13810;02.06.2014 00:00:00
13833;19.04.2014 23:59:00
13826;18.04.2014 00:00:00
15455;14.06.2014 00:00:00
15458;16.07.2014 00:00:00
12707;08.03.2014 00:00:00
18468;27.09.2014 00:00:00
15463;15.06.2014 00:00:00
13876;
13877;22.04.2014 00:00:00
13892;28.04.2014 00:00:00
13878;22.04.2014 00:00:00
13879;
13914;09.08.2014 00:00:00
13997;24.04.2014 00:00:00
13998;08.06.2014 00:00:00
15491;
15492;17.06.2014 00:00:00
13970;24.04.2014 00:00:00
15495;17.06.2014 00:00:00
25439;13.05.2015 00:00:00
16874;08.08.2014 00:00:00
14094;29.04.2014 00:00:00
15512;14.09.2014 00:00:00
18492;27.09.2014 00:00:00
14266;22.05.2014 00:00:00
16879;07.08.2014 00:00:00
14067;26.04.2014 00:00:00
14069;26.04.2014 00:00:00
12084;19.02.2014 00:00:00
15712;30.07.2014 00:00:00
19044;18.10.2014 00:00:00
14729;05.07.2014 00:00:00
10272;19.03.2015 00:00:00
19109;24.12.2014 00:00:00
18512;22.11.2014 00:00:00
8775;27.11.2013 00:00:00
18514;
12219;12.03.2014 00:00:00
16308;16.01.2015 00:00:00
17031;13.08.2014 00:00:00
18518;30.09.2014 00:00:00
17272;06.12.2016 23:00:00
17023;28.08.2014 00:00:00
23773;03.05.2015 00:00:00
23673;03.05.2015 00:00:00
19710;09.01.2015 00:00:00
15500;12.11.2014 00:00:00
17016;
19649;08.11.2014 00:00:00
10185;19.01.2014 00:00:00
14446;12.06.2014 00:00:00
21811;26.02.2015 00:00:00
25490;14.05.2015 00:00:00
17407;07.07.2017 23:00:00
18887;30.10.2014 00:00:00
14914;29.05.2014 00:00:00
10255;30.01.2014 00:00:00
20341;31.01.2015 00:00:00
23924;
23025;24.02.2015 00:00:00
20898;30.12.2014 00:00:00
15029;
11857;24.06.2015 00:00:00
12917;24.08.2014 00:00:00
17516;04.10.2014 00:00:00
113112;16.03.2021 23:59:00
14591;19.07.2014 00:00:00
113123;02.03.2021 23:59:00
26786;
23084;25.02.2015 00:00:00
23055;24.02.2015 00:00:00
21343;08.02.2015 00:00:00
21997;11.01.2015 00:00:00
20389;15.01.2015 00:00:00
17181;16.12.2019 23:59:00
17212;29.11.2014 00:00:00
25700;23.05.2015 00:00:00
23806;20.03.2015 23:59:00
22903;20.02.2015 23:59:00
113287;23.03.2021 23:59:00
23811;04.04.2015 00:00:00
6629;25.09.2013 23:59:00
22294;17.03.2015 00:00:00
21254;23.12.2014 00:00:00
13210;16.05.2014 00:00:00
10753;04.05.2014 00:00:00
17855;12.10.2014 00:00:00
14901;01.08.2015 23:00:00
18312;
7476;
25834;29.05.2015 23:59:00
21511;30.12.2014 00:00:00
23753;18.03.2015 00:00:00
25678;22.05.2015 00:00:00
23359;
23755;18.03.2015 00:00:00
18024;26.03.2015 00:00:00
5466;13.09.2013 00:00:00
24353;24.05.2015 00:00:00
23419;20.01.2016 01:00:00
17904;19.10.2014 00:00:00
23427;09.04.2015 00:00:00
18335;
18338;
25739;23.05.2015 00:00:00
22156;
25704;23.05.2015 00:00:00
23500;11.03.2015 00:00:00
25706;23.05.2015 00:00:00
22210;29.01.2015 00:00:00
22267;18.03.2015 00:00:00
25854;29.05.2015 00:00:00
22184;28.01.2015 23:59:00
25721;23.05.2015 00:00:00
22331;17.03.2015 00:00:00
7455;05.10.2013 00:00:00
23491;
22347;03.02.2015 00:00:00
23508;12.03.2015 00:00:00
8103;23.12.2013 00:00:00
23538;12.04.2015 00:00:00
16447;15.11.2014 00:00:00
22357;03.02.2015 00:00:00
6807;06.09.2014 00:00:00
15008;29.07.2014 00:00:00
25744;10.06.2015 00:00:00
25855;
3895;27.08.2013 00:00:00
23881;21.03.2015 00:00:00
4223;07.10.2014 00:00:00
22462;
23498;
22487;06.02.2015 00:00:00
2127;06.06.2013 00:00:00
5714;20.08.2013 00:00:00
22507;07.02.2015 00:00:00
25761;13.06.2015 00:00:00
14643;20.05.2014 00:00:00
22422;05.02.2015 00:00:00
18045;08.10.2014 00:00:00
22420;05.02.2015 00:00:00
23990;27.03.2015 00:00:00
22389;24.03.2015 00:00:00
22558;30.03.2015 00:00:00
2144;06.06.2013 00:00:00
22523;24.02.2015 00:00:00
12900;05.08.2014 00:00:00
24057;15.05.2015 23:59:00
22850;04.04.2015 00:00:00
22636;11.05.2015 00:00:00
18314;
25776;27.05.2015 00:00:00
25867;
2150;06.06.2013 00:00:00
24069;31.03.2015 00:00:00
23284;18.03.2015 00:00:00
22617;28.05.2015 00:00:00
22722;14.02.2015 00:00:00
11138;28.02.2014 00:00:00
18117;02.11.2014 00:00:00
26239;11.06.2015 00:00:00
22707;05.05.2015 00:00:00
25788;
22800;06.04.2015 00:00:00
23921;26.03.2015 00:00:00
12924;03.05.2014 00:00:00
16311;20.09.2014 00:00:00
11942;13.04.2014 00:00:00
22833;
15162;28.05.2018 23:00:00
24147;02.04.2015 00:00:00
7030;03.04.2014 00:00:00
24283;08.04.2015 00:00:00
16580;12.10.2014 00:00:00
2194;22.07.2013 00:00:00
24148;17.04.2015 00:00:00
3964;16.07.2013 00:00:00
12401;30.03.2014 00:00:00
2299;11.06.2013 00:00:00
24392;30.04.2015 00:00:00
24357;
24422;11.04.2015 00:00:00
11034;07.09.2014 00:00:00
11042;08.11.2014 00:00:00
21986;10.01.2015 00:00:00
7535;08.10.2013 00:00:00
24458;31.05.2015 00:00:00
1347;09.05.2013 00:00:00
24485;
16654;16.08.2014 00:00:00
24747;
11325;
25921;
9734;19.12.2013 00:00:00
24611;
11095;11.02.2014 00:00:00
24643;18.04.2015 00:00:00
24731;21.04.2015 00:00:00
22034;30.01.2015 00:00:00
24630;18.04.2015 00:00:00
14805;23.05.2014 00:00:00
11311;25.01.2014 00:00:00
11328;09.02.2014 00:00:00
9406;26.11.2013 00:00:00
11348;12.02.2014 00:00:00
14815;23.05.2014 00:00:00
16676;16.08.2014 00:00:00
18310;22.10.2014 00:00:00
14824;23.05.2014 23:59:00
24761;
18329;03.09.2015 23:00:00
25035;
11369;
18397;30.10.2014 00:00:00
11385;29.01.2014 00:00:00
12477;03.04.2014 00:00:00
24712;21.04.2015 00:00:00
16694;01.08.2014 00:00:00
14885;28.05.2014 00:00:00
25598;05.07.2015 00:00:00
25040;30.04.2015 00:00:00
19395;07.08.2015 00:00:00
11399;25.05.2014 00:00:00
15422;24.04.2019 23:00:00
